Timestamp;Frame;Sts;Lat;Lon;Altitude;Pressure;Temperature;Acceleration X;Acceleration Y;Acceleration Z; Annex 0;Annex 1;
[01:02:32.639] ;d3 70 3c 00 8c 8d c2 19 41 e3 f8 ff b1 01 41 10 f4 ff f9 07 ae 01 ea ff 00 00 48;72;432180620;-466111;433;3961043;4161;-12;2041;430;-22;0
[01:02:33.640] ;79 70 3c 00 8e 8d c2 19 46 e3 f8 ff b1 01 41 10 f6 ff fc 07 ad 01 ea ff 00 00 48;72;432180622;-466106;433;3960953;4161;-10;2044;429;-22;0
[01:02:34.641] ;17 71 3c 00 8d 8d c2 19 4a e3 f8 ff b1 01 42 10 f5 ff fc 07 a4 01 e9 ff 00 00 48;72;432180621;-466102;433;3961111;4162;-11;2044;420;-23;0
[01:02:35.642] ;fc 70 3c 00 91 8d c2 19 4e e3 f8 ff b1 01 42 10 f6 ff fb 07 a9 01 e9 ff 00 00 48;72;432180625;-466098;433;3961084;4162;-10;2043;425;-23;0
[01:02:36.643] ;46 71 3c 00 91 8d c2 19 51 e3 f8 ff b1 01 41 10 f5 ff fa 07 b1 01 e9 ff 00 00 48;72;432180625;-466095;433;3961158;4161;-11;2042;433;-23;0
[01:02:37.644] ;fa 70 3c 00 8f 8d c2 19 4a e3 f8 ff b1 01 40 10 f3 ff fa 07 b2 01 e9 ff 00 00 48;72;432180623;-466102;433;3961082;4160;-13;2042;434;-23;0
[01:02:38.645] ;fd 70 3c 00 8f 8d c2 19 4a e3 f8 ff b1 01 40 10 f4 ff fc 07 b0 01 e9 ff 00 00 48;72;432180623;-466102;433;3961085;4160;-12;2044;432;-23;0
[01:02:39.647] ;ae 70 3c 00 90 8d c2 19 4c e3 f8 ff b1 01 40 10 f9 ff f9 07 b2 01 e9 ff 00 00 48;72;432180624;-466100;433;3961006;4160;-7;2041;434;-23;0
[01:02:40.648] ;76 70 3c 00 8d 8d c2 19 4c e3 f8 ff b1 01 40 10 f7 ff fc 07 b0 01 e9 ff 00 00 48;72;432180621;-466100;433;3960950;4160;-9;2044;432;-23;0
[01:02:41.649] ;db 6f 3c 00 8e 8d c2 19 4e e3 f8 ff b1 01 40 10 fa ff fe 07 ae 01 e9 ff 00 00 48;72;432180622;-466098;433;3960795;4160;-6;2046;430;-23;0
[01:02:42.663] ;d6 70 3c 00 8d 8d c2 19 4a e3 f8 ff b1 01 40 10 f8 ff fb 07 ac 01 e9 ff 00 00 48;72;432180621;-466102;433;3961046;4160;-8;2043;428;-23;0
[01:02:43.664] ;6a 71 3c 00 8d 8d c2 19 48 e3 f8 ff b1 01 40 10 f3 ff fa 07 ae 01 e9 ff 00 00 48;72;432180621;-466104;433;3961194;4160;-13;2042;430;-23;0
[01:02:44.674] ;ba 70 3c 00 90 8d c2 19 4e e3 f8 ff b1 01 40 10 f5 ff fe 07 ac 01 e9 ff 00 00 48;72;432180624;-466098;433;3961018;4160;-11;2046;428;-23;0
[01:02:45.675] ;f8 70 3c 00 8e 8d c2 19 4c e3 f8 ff b1 01 3f 10 f5 ff fc 07 a6 01 e9 ff 00 00 48;72;432180622;-466100;433;3961080;4159;-11;2044;422;-23;0
[01:02:46.676] ;66 70 3c 00 8e 8d c2 19 4e e3 f8 ff b1 01 3e 10 f3 ff f9 07 ac 01 ea ff 00 00 48;72;432180622;-466098;433;3960934;4158;-13;2041;428;-22;0
[01:02:47.677] ;32 71 3c 00 8b 8d c2 19 4e e3 f8 ff b1 01 3f 10 f5 ff f8 07 ab 01 e9 ff 00 00 48;72;432180619;-466098;433;3961138;4159;-11;2040;427;-23;0
[01:02:48.681] ;d0 70 3c 00 8b 8d c2 19 4d e3 f8 ff b1 01 3f 10 f8 ff fa 07 af 01 e9 ff 00 00 48;72;432180619;-466099;433;3961040;4159;-8;2042;431;-23;0
[01:02:49.697] ;9c 71 3c 00 89 8d c2 19 49 e3 f8 ff b1 01 40 10 00 00 fc 07 af 01 e9 ff 00 00 48;72;432180617;-466103;433;3961244;4160;0;2044;431;-23;0
[01:02:50.698] ;35 71 3c 00 86 8d c2 19 45 e3 f8 ff b1 01 3f 10 f8 ff fb 07 b7 01 e9 ff 00 00 48;72;432180614;-466107;433;3961141;4159;-8;2043;439;-23;0
