Timestamp;Frame;Sts;Lat;Lon;Altitude;Pressure;Temperature;Acceleration X;Acceleration Y;Acceleration Z; Annex 0;Annex 1;
[14:04:58.388] ;30 20 34 38 0d 0a 62 32 20 37 31 20 33 63 20 30 30 20 66 35 20 38 64 20 63 32 20;32;845285901;540096288;25395;942940208;12320;8240;13670;14368;8292;12899
[14:05:00.389] ;31 39 20 62 66 20 65 32 20 66 38 20 66 66 20 62 32 20 30 31 20 33 38 20 31 30 20;32;845488230;540567072;26214;1646278961;25120;8242;12592;13088;8248;12337
[14:05:02.389] ;66 33 20 66 66 20 66 63 20 30 37 20 61 62 20 30 31 20 65 39 20 66 66 20 30 30 20;32;1667637350;540487712;25185;1713386342;12320;8241;14693;26144;8294;12336
[14:05:04.390] ;30 30 20 34 38 0d 0a 39 31 20 37 31 20 33 63 20 30 30 20 66 36 20 38 64 20 63 32;50;956960056;825696305;13088;874524720;8291;12336;26144;8246;25656;25376
[14:05:06.390] ;20 31 39 20 63 31 20 65 32 20 66 38 20 66 66 20 62 32 20 30 31 20 33 38 20 31 30;48;1696608611;946217010;26144;540619040;8294;12898;12320;8241;14387;12576
[14:05:08.391] ;20 66 34 20 66 66 20 66 62 20 30 37 20 62 35 20 30 31 20 65 61 20 66 66 20 30 30;48;1713399398;925900898;25120;540304928;8245;12592;25888;8289;26214;12320
[14:05:10.392] ;20 30 30 20 34 38 0d 0a 35 61 20 37 31 20 33 63 20 30 30 20 66 32 20 38 64 20 63;99;168638516;924868917;8241;540028960;25395;12320;8240;12902;14368;8292
[14:05:12.393] ;32 20 31 39 20 63 33 20 65 32 20 66 38 20 66 66 20 62 32 20 30 31 20 33 38 20 31;49;540238624;1713386085;8248;959520818;26214;25120;8242;12592;13088;8248
[14:05:14.393] ;30 20 66 31 20 66 66 20 66 38 20 30 37 20 62 31 20 30 31 20 65 61 20 66 66 20 30;48;543581728;807417958;8247;828776496;12642;12320;8241;24933;26144;8294
[14:05:16.394] ;30 20 30 30 20 34 38 0d 0a 33 66 20 37 31 20 33 63 20 30 30 20 65 66 20 38 64 20;32;221787168;543568650;12599;808460336;13088;8291;12336;25888;8294;25656
[14:05:18.395] ;63 32 20 31 39 20 62 64 20 65 32 20 66 38 20 66 66 20 62 32 20 30 31 20 33 38 20;32;1684152377;540173600;14438;824193635;26144;8294;12898;12320;8241;14387
