Timestamp;Frame;Sts;Lat;Lon;Altitude;Pressure;Temperature;Acceleration X;Acceleration Y;Acceleration Z; Annex 0;Annex 1;
[15:05:00.650] ;8c 70 3c 00 c6 8d c2 19 ff e2 f8 ff b1 01 39 10 f7 ff fb 07 ae 01 e9 ff 00 00 48;72;432180678;-466177;433;3960972;4153;-9;2043;430;-23;0
[15:05:00.786] ;6d 70 3c 00 c8 8d c2 19 ff e2 f8 ff b1 01 39 10 f9 ff f9 07 b2 01 e9 ff 00 00 48;72;432180680;-466177;433;3960941;4153;-7;2041;434;-23;0
[15:05:00.960] ;3d 71 3c 00 ca 8d c2 19 ff e2 f8 ff b1 01 39 10 f2 ff fb 07 ad 01 ea ff 00 00 48;72;432180682;-466177;433;3961149;4153;-14;2043;429;-22;0
[15:05:01.134] ;2b 71 3c 00 cb 8d c2 19 fd e2 f8 ff b1 01 37 10 f2 ff f9 07 b0 01 e9 ff 00 00 48;72;432180683;-466179;433;3961131;4151;-14;2041;432;-23;0
[15:05:01.310] ;f0 70 3c 00 cc 8d c2 19 fd e2 f8 ff b1 01 37 10 f2 ff fd 07 a7 01 e9 ff 00 00 48;72;432180684;-466179;433;3961072;4151;-14;2045;423;-23;0
[15:05:01.486] ;6a 70 3c 00 cd 8d c2 19 fc e2 f8 ff b1 01 35 10 f4 ff fa 07 a7 01 ea ff 00 00 48;72;432180685;-466180;433;3960938;4149;-12;2042;423;-22;0
[15:05:01.661] ;9d 70 3c 00 cd 8d c2 19 f8 e2 f8 ff b1 01 32 10 f0 ff fa 07 b3 01 e9 ff 00 00 48;72;432180685;-466184;433;3960989;4146;-16;2042;435;-23;0
[15:05:01.837] ;aa 70 3c 00 ce 8d c2 19 f3 e2 f8 ff b1 01 32 10 ee ff fd 07 a8 01 e9 ff 00 00 48;72;432180686;-466189;433;3961002;4146;-18;2045;424;-23;0
[15:05:02.016] ;b7 70 3c 00 cd 8d c2 19 ee e2 f8 ff b1 01 31 10 f8 ff f8 07 b2 01 ea ff 00 00 48;72;432180685;-466194;433;3961015;4145;-8;2040;434;-22;0
[15:05:02.193] ;e4 70 3c 00 cc 8d c2 19 ea e2 f8 ff b1 01 32 10 f8 ff f9 07 a8 01 e9 ff 00 00 48;72;432180684;-466198;433;3961060;4146;-8;2041;424;-23;0
[15:05:02.368] ;e0 70 3c 00 cd 8d c2 19 e6 e2 f8 ff b1 01 34 10 f6 ff fb 07 b3 01 ea ff 00 00 48;72;432180685;-466202;433;3961056;4148;-10;2043;435;-22;0
[15:05:02.551] ;b6 70 3c 00 cf 8d c2 19 e5 e2 f8 ff b1 01 32 10 f5 ff fd 07 ae 01 e9 ff 00 00 48;72;432180687;-466203;433;3961014;4146;-11;2045;430;-23;0
[15:05:02.739] ;f6 70 3c 00 d0 8d c2 19 e7 e2 f8 ff b1 01 2f 10 f8 ff fa 07 a5 01 e9 ff 00 00 48;72;432180688;-466201;433;3961078;4143;-8;2042;421;-23;0
[15:05:02.919] ;db 70 3c 00 d0 8d c2 19 e7 e2 f8 ff b1 01 2f 10 f2 ff ff 07 b0 01 e9 ff 00 00 48;72;432180688;-466201;433;3961051;4143;-14;2047;432;-23;0
[15:05:03.102] ;97 70 3c 00 d1 8d c2 19 e8 e2 f8 ff b1 01 31 10 f2 ff f5 07 b0 01 e9 ff 00 00 48;72;432180689;-466200;433;3960983;4145;-14;2037;432;-23;0
[15:05:03.295] ;0d 71 3c 00 d2 8d c2 19 e6 e2 f8 ff b1 01 32 10 f9 ff fa 07 ae 01 e9 ff 00 00 48;72;432180690;-466202;433;3961101;4146;-7;2042;430;-23;0
[15:05:03.488] ;b8 70 3c 00 d4 8d c2 19 e7 e2 f8 ff b1 01 2f 10 f1 ff f9 07 b2 01 e9 ff 00 00 48;72;432180692;-466201;433;3961016;4143;-15;2041;434;-23;0
[15:05:03.675] ;1b 71 3c 00 d5 8d c2 19 e8 e2 f8 ff b1 01 2e 10 f0 ff f9 07 ae 01 e9 ff 00 00 48;72;432180693;-466200;433;3961115;4142;-16;2041;430;-23;0
[15:05:03.860] ;93 70 3c 00 d3 8d c2 19 e6 e2 f8 ff b1 01 2f 10 f4 ff fc 07 ac 01 e9 ff 00 00 48;72;432180691;-466202;433;3960979;4143;-12;2044;428;-23;0
[15:05:04.048] ;0b 71 3c 00 d4 8d c2 19 e5 e2 f8 ff b1 01 31 10 f8 ff fd 07 b2 01 e9 ff 00 00 48;72;432180692;-466203;433;3961099;4145;-8;2045;434;-23;0
[15:05:04.241] ;bb 70 3c 00 d5 8d c2 19 e7 e2 f8 ff b1 01 31 10 f2 ff fe 07 ab 01 e9 ff 00 00 48;72;432180693;-466201;433;3961019;4145;-14;2046;427;-23;0
[15:05:04.433] ;d8 70 3c 00 d4 8d c2 19 e6 e2 f8 ff b1 01 30 10 f3 ff fc 07 b2 01 e9 ff 00 00 48;72;432180692;-466202;433;3961048;4144;-13;2044;434;-23;0
[15:05:04.662] ;a8 70 3c 00 d3 8d c2 19 e8 e2 f8 ff b1 01 31 10 f5 ff f7 07 ac 01 e9 ff 00 00 48;72;432180691;-466200;433;3961000;4145;-11;2039;428;-23;0
[15:05:04.865] ;de 70 3c 00 d3 8d c2 19 e7 e2 f8 ff b1 01 31 10 fa ff fc 07 ad 01 ea ff 00 00 48;72;432180691;-466201;433;3961054;4145;-6;2044;429;-22;0
[15:05:05.074] ;85 70 3c 00 ce 8d c2 19 da e2 f8 ff b1 01 33 10 f0 ff fb 07 ab 01 ea ff 00 00 48;72;432180686;-466214;433;3960965;4147;-16;2043;427;-22;0
[15:05:05.274] ;01 71 3c 00 d0 8d c2 19 e1 e2 f8 ff b1 01 35 10 f6 ff fd 07 ab 01 e9 ff 00 00 48;72;432180688;-466207;433;3961089;4149;-10;2045;427;-23;0
[15:05:05.483] ;9b 70 3c 00 cc 8d c2 19 e3 e2 f8 ff b1 01 35 10 f0 ff fa 07 b4 01 e9 ff 00 00 48;72;432180684;-466205;433;3960987;4149;-16;2042;436;-23;0
[15:05:05.716] ;57 70 3c 00 cb 8d c2 19 e2 e2 f8 ff b1 01 35 10 f6 ff fb 07 b3 01 e9 ff 00 00 48;72;432180683;-466206;433;3960919;4149;-10;2043;435;-23;0
[15:05:05.925] ;cf 70 3c 00 cd 8d c2 19 e8 e2 f8 ff b1 01 33 10 f4 ff fa 07 aa 01 e9 ff 00 00 48;72;432180685;-466200;433;3961039;4147;-12;2042;426;-23;0
[15:05:06.137] ;ef 70 3c 00 cb 8d c2 19 e1 e2 f8 ff b1 01 32 10 f8 ff fe 07 a7 01 e9 ff 00 00 48;72;432180683;-466207;433;3961071;4146;-8;2046;423;-23;0
[15:05:06.350] ;46 71 3c 00 ca 8d c2 19 de e2 f8 ff b1 01 34 10 f3 ff fb 07 b1 01 e9 ff 00 00 48;72;432180682;-466210;433;3961158;4148;-13;2043;433;-23;0
[15:05:06.588] ;6d 70 3c 00 c8 8d c2 19 d8 e2 f8 ff b1 01 35 10 f3 ff fa 07 a9 01 e9 ff 00 00 48;72;432180680;-466216;433;3960941;4149;-13;2042;425;-23;0
[15:05:06.828] ;e1 70 3c 00 c8 8d c2 19 d8 e2 f8 ff b1 01 35 10 f1 ff fc 07 b1 01 e9 ff 00 00 48;72;432180680;-466216;433;3961057;4149;-15;2044;433;-23;0
[15:05:07.036] ;cc 70 3c 00 c8 8d c2 19 d8 e2 f8 ff b1 01 35 10 f7 ff f7 07 af 01 e9 ff 00 00 48;72;432180680;-466216;433;3961036;4149;-9;2039;431;-23;0
[15:05:07.242] ;db 70 3c 00 c8 8d c2 19 d8 e2 f8 ff b1 01 35 10 fa ff fc 07 b6 01 e9 ff 00 00 48;72;432180680;-466216;433;3961051;4149;-6;2044;438;-23;0
[15:05:07.454] ;ee 70 3c 00 c8 8d c2 19 d8 e2 f8 ff b1 01 35 10 f3 ff f8 07 af 01 e9 ff 00 00 48;72;432180680;-466216;433;3961070;4149;-13;2040;431;-23;0
[15:05:07.675] ;9a 70 3c 00 c0 8d c2 19 d5 e2 f8 ff b1 01 37 10 f5 ff fd 07 ae 01 e9 ff 00 00 48;72;432180672;-466219;433;3960986;4151;-11;2045;430;-23;0
[15:05:07.884] ;57 70 3c 00 c2 8d c2 19 d9 e2 f8 ff b1 01 37 10 f3 ff fa 07 a6 01 e9 ff 00 00 48;72;432180674;-466215;433;3960919;4151;-13;2042;422;-23;0
[15:05:08.092] ;e3 70 3c 00 c2 8d c2 19 db e2 f8 ff b1 01 38 10 f3 ff fc 07 b0 01 ea ff 00 00 48;72;432180674;-466213;433;3961059;4152;-13;2044;432;-22;0
[15:05:08.306] ;f4 70 3c 00 c3 8d c2 19 da e2 f8 ff b1 01 37 10 ef ff f9 07 b4 01 e9 ff 00 00 48;72;432180675;-466214;433;3961076;4151;-17;2041;436;-23;0
[15:05:08.524] ;94 70 3c 00 c1 8d c2 19 d5 e2 f8 ff b1 01 38 10 f3 ff ff 07 aa 01 e9 ff 00 00 48;72;432180673;-466219;433;3960980;4152;-13;2047;426;-23;0
[15:05:08.731] ;f6 70 3c 00 c1 8d c2 19 d4 e2 f8 ff b1 01 36 10 f7 ff fc 07 b7 01 ea ff 00 00 48;72;432180673;-466220;433;3961078;4150;-9;2044;439;-22;0
[15:05:08.934] ;ba 70 3c 00 bf 8d c2 19 d3 e2 f8 ff b1 01 35 10 f7 ff fd 07 b0 01 e9 ff 00 00 48;72;432180671;-466221;433;3961018;4149;-9;2045;432;-23;0
